mintore_name,aid,kata,name,rarity,item_type,game
むしとりしょうねん [SH 053/053](ファミリーポケモンカードゲーム「ピカチュウV」),379618,053/053,むしとりしょうねん,,single,ポケカ
むしとりしょうねん [SML 051/051],397442,051/051,むしとりしょうねん,,single,ポケカ
むしとりしょうねん [SML 051/051],397417,051/051,むしとりしょうねん,,single,ポケカ
むしとりセット U [SV6 094/101],225337,094/101,むしとりセット,U,single,ポケカ
むしとりセット [M2a 157/193],730198,157/193,むしとりセット,,single,ポケカ
むしとりセット [MA 024/043],659319,024/043,むしとりセット,,single,ポケカ
むしとりセット [MC 667/742],740899,667/742,むしとりセット,,single,ポケカ
むしとりセット [SV8a 150/187],427237,150/187,むしとりセット,,single,ポケカ
むしとりセット [SVK 023/044],320180,023/044,むしとりセット,,single,ポケカ
むしとりセット [SVN 022/045],509126,022/045,むしとりセット,,single,ポケカ
むしとりセット: モンスターボールミラー [SV8a 150/187],466452,150/187,むしとりセット :モンスターボールミラー,,single,ポケカ
むしよけスプレー U [M1L 060/063],659250,060/063,むしよけスプレー,U,single,ポケカ
むしよけスプレー U [SM1S 055/060],386718,055/060,むしよけスプレー,U,single,ポケカ
むしよけスプレー [MC 668/742],740900,668/742,むしよけスプレー,,single,ポケカ
むしよけスプレー [SMA 048/059],389765,048/059,むしよけスプレー,,single,ポケカ
めずらしい化石 C [S3 091/100],145234,091/100,めずらしい化石,C,single,ポケカ
めずらしい化石 [s4a 165/190],144615,165/190,めずらしい化石,,single,ポケカ
めずらしい化石: ミラー [s4a 165/190],144616,165/190,めずらしい化石 : ミラー,,single,ポケカ
めまいの谷 U [M2 080/080],703018,080/080,めまいの谷,U,single,ポケカ
めまいの谷 U [PFL EN 088/094]【英語版】,841937,088/094,めまいの谷,U,single,ポケカ
めまいの谷 U: リバースホロ [PFL EN 088/094]【英語版】,842038,088/094,めまいの谷 U :リバースホロ,,single,ポケカ
もくもくスモーク U [S3 093/100],145236,093/100,もくもくスモーク,U,single,ポケカ
やさしいイノムー R [26/105]【英語版】,843246,26/105,やさしいイノムー,R,single,ポケカ
やさしいイノムー R: 1ED [26/105]【英語版】,843133,26/105,やさしいイノムー R :1ED,,single,ポケカ
やさしいイノムー ★: 旧裏 [neo4 No.221],460749,NEO4NO.221,やさしいイノムー ★ : 旧裏,,single,ポケカ
やさしいウインディ R [12/105]【英語版】,843232,12/105,やさしいウインディ,R,single,ポケカ
やさしいウインディ R: 1ED [12/105]【英語版】,843119,12/105,やさしいウインディ R :1ED,,single,ポケカ
やさしいウインディ ★: 旧裏 [neo4 No.059],460735,NEO4NO.059,やさしいウインディ ★ : 旧裏,,single,ポケカ
やさしいカイリキー R [25/105]【英語版】,843245,25/105,やさしいカイリキー,R,single,ポケカ
やさしいカイリキー R: 1ED [25/105]【英語版】,843132,25/105,やさしいカイリキー R :1ED,,single,ポケカ
やさしいカイリキー ★: 旧裏 [neo4 No.068],460775,NEO4NO.068,やさしいカイリキー ★ : 旧裏,,single,ポケカ
やさしいカイリュー R [14/105]【英語版】,843234,14/105,やさしいカイリュー,R,single,ポケカ
やさしいカイリュー R: 1ED [14/105]【英語版】,843121,14/105,やさしいカイリュー R :1ED,,single,ポケカ
やさしいカイリュー ★: 旧裏 [neo4 No.149],92108,NEO4NO.149,やさしいカイリュー ★ : 旧裏,,single,ポケカ
やさしいキマワリ C [72/105]【英語版】,843292,72/105,やさしいキマワリ,C,single,ポケカ
やさしいキマワリ C: 1ED [72/105]【英語版】,843179,72/105,やさしいキマワリ C :1ED,,single,ポケカ
やさしいキマワリ ●: 旧裏 [neo4 No.192],460720,NEO4NO.192,やさしいキマワリ ● : 旧裏,,single,ポケカ
やさしいキュウコン U [50/105]【英語版】,843270,50/105,やさしいキュウコン,U,single,ポケカ
やさしいキュウコン U: 1ED [50/105]【英語版】,843157,50/105,やさしいキュウコン U :1ED,,single,ポケカ
やさしいキュウコン ◆: 旧裏 [neo4 No.038],460732,NEO4NO.038,やさしいキュウコン ◆ : 旧裏,,single,ポケカ
やさしいゴルダック U [47/105]【英語版】,843267,47/105,やさしいゴルダック,U,single,ポケカ
やさしいゴルダック U: 1ED [47/105]【英語版】,843154,47/105,やさしいゴルダック U :1ED,,single,ポケカ
やさしいゴルダック ◆: 旧裏 [neo4 No.055],460743,NEO4NO.055,やさしいゴルダック ◆ : 旧裏,,single,ポケカ
やさしいゴーリキー U [49/105]【英語版】,843269,49/105,やさしいゴーリキー,U,single,ポケカ
やさしいゴーリキー U: 1ED [49/105]【英語版】,843156,49/105,やさしいゴーリキー U :1ED,,single,ポケカ
やさしいゴーリキー ◆: 旧裏 [neo4 No.067],460772,NEO4NO.067,やさしいゴーリキー ◆ : 旧裏,,single,ポケカ
やさしいサンダース U [48/105]【英語版】,843268,48/105,やさしいサンダース,U,single,ポケカ
やさしいサンダース U: 1ED [48/105]【英語版】,843155,48/105,やさしいサンダース U :1ED,,single,ポケカ
やさしいサンダース ◆: 旧裏 [neo4 No.135],111831,NEO4NO.135,やさしいサンダース ◆ : 旧裏,,single,ポケカ
やさしいシャワーズ U [52/105]【英語版】,843272,52/105,やさしいシャワーズ,U,single,ポケカ
やさしいシャワーズ U: 1ED [52/105]【英語版】,843159,52/105,やさしいシャワーズ U :1ED,,single,ポケカ
やさしいシャワーズ ◆: 旧裏 [neo4 No.134],111833,NEO4NO.134,やさしいシャワーズ ◆ : 旧裏,,single,ポケカ
やさしいジュゴン U [45/105]【英語版】,843265,45/105,やさしいジュゴン,U,single,ポケカ
やさしいジュゴン U: 1ED [45/105]【英語版】,843152,45/105,やさしいジュゴン U :1ED,,single,ポケカ
やさしいジュゴン ◆: 旧裏 [neo4 No.087],460744,NEO4NO.087,やさしいジュゴン ◆ : 旧裏,,single,ポケカ
やさしいトゲチック R [15/105]【英語版】,843235,15/105,やさしいトゲチック,R,single,ポケカ
やさしいトゲチック R: 1ED [15/105]【英語版】,843122,15/105,やさしいトゲチック R :1ED,,single,ポケカ
やさしいトゲチック ★: 旧裏 [neo4 No.176],111829,NEO4NO.176,やさしいトゲチック ★ : 旧裏,,single,ポケカ
やさしいハクリュー R [22/105]【英語版】,843242,22/105,やさしいハクリュー,R,single,ポケカ
やさしいハクリュー R: 1ED [22/105]【英語版】,843129,22/105,やさしいハクリュー R :1ED,,single,ポケカ
やさしいハクリュー ★: 旧裏 [neo4 No.148],460785,NEO4NO.148,やさしいハクリュー ★ : 旧裏,,single,ポケカ
やさしいブースター U [46/105]【英語版】,843266,46/105,やさしいブースター,U,single,ポケカ
やさしいブースター U: 1ED [46/105]【英語版】,843153,46/105,やさしいブースター U :1ED,,single,ポケカ
やさしいブースター ◆: 旧裏 [neo4 No.136],460733,NEO4NO.136,やさしいブースター ◆ : 旧裏,,single,ポケカ
やさしいプクリン U [54/105]【英語版】,843274,54/105,やさしいプクリン,U,single,ポケカ
やさしいプクリン U: 1ED [54/105]【英語版】,843161,54/105,やさしいプクリン U :1ED,,single,ポケカ
やさしいプクリン ◆: 旧裏 [neo4 No.040],460782,NEO4NO.040,やさしいプクリン ◆ : 旧裏,,single,ポケカ
やさしいマリルリ R [13/105]【英語版】,843233,13/105,やさしいマリルリ,R,single,ポケカ
やさしいマリルリ R: 1ED [13/105]【英語版】,843120,13/105,やさしいマリルリ R :1ED,,single,ポケカ
やさしいマリルリ ★: 旧裏 [neo4 No.184],111834,NEO4NO.184,やさしいマリルリ ★ : 旧裏,,single,ポケカ
やさしいモルフォン U [53/105]【英語版】,843273,53/105,やさしいモルフォン,U,single,ポケカ
やさしいモルフォン U: 1ED [53/105]【英語版】,843160,53/105,やさしいモルフォン U :1ED,,single,ポケカ
やさしいモルフォン ◆: 旧裏 [neo4 No.049],460722,NEO4NO.049,やさしいモルフォン ◆ : 旧裏,,single,ポケカ
やさしいヤドラン U [51/105]【英語版】,843271,51/105,やさしいヤドラン,U,single,ポケカ
やさしいヤドラン U: 1ED [51/105]【英語版】,843158,51/105,やさしいヤドラン U :1ED,,single,ポケカ
やさしいヤドラン ◆: 旧裏 [neo4 No.080],460759,NEO4NO.080,やさしいヤドラン ◆ : 旧裏,,single,ポケカ
やさしいランターン R [23/105]【英語版】,843243,23/105,やさしいランターン,R,single,ポケカ
やさしいランターン R: 1ED [23/105]【英語版】,843130,23/105,やさしいランターン R :1ED,,single,ポケカ
やさしいランターン ★: 旧裏 [neo4 No.171],460752,NEO4NO.171,やさしいランターン ★ : 旧裏,,single,ポケカ
やさしいレディアン R [24/105]【英語版】,843244,24/105,やさしいレディアン,R,single,ポケカ
やさしいレディアン R: 1ED [24/105]【英語版】,843131,24/105,やさしいレディアン R :1ED,,single,ポケカ
やさしいレディアン ★: 旧裏 [neo4 No.166],460726,NEO4NO.166,やさしいレディアン ★ : 旧裏,,single,ポケカ
やまおとこ P [SM-P 107],403614,107/SM-P,やまおとこ,P,single,ポケカ
やまおとこ SR [SM8b 156/150],112773,156/150,やまおとこ,SR,single,ポケカ
やまおとこ UR [SV85/SV94]【英語版】,492541,SV85/SV94,やまおとこ,UR,single,ポケカ
やまびこホーン HR [225/198]【英語版】,489792,225/198,やまびこホーン,HR,single,ポケカ
やまびこホーン U [s5a 064/070],144024,064/070,やまびこホーン,U,single,ポケカ
やまびこホーン UR [S6K 094/070],96642,094/070,やまびこホーン,UR,single,ポケカ
やまびこホーン [s8b 140/184],141181,140/184,やまびこホーン,,single,ポケカ
やまびこホーン: ミラー [SI 380/414],380532,380/414,やまびこホーン :ミラー,,single,ポケカ
やまびこホーン: ミラー [s8b 140/184],141182,140/184,やまびこホーン : ミラー,,single,ポケカ
やみのいし U [167/214]【英語版】,845556,167/214,やみのいし,U,single,ポケカ
やみのいし U [SM10 084/095],393030,084/095,やみのいし,U,single,ポケカ
やみのいし U: リバースホロ [167/214]【英語版】,845557,167/214,やみのいし U :リバースホロ,,single,ポケカ
れいかいのお面 U [s7R 061/067],141584,061/067,れいかいのお面,U,single,ポケカ
れいかいのお面 [SI 386/414],380539,386/414,れいかいのお面,,single,ポケカ
れいかいのお面: ミラー [SI 386/414],380540,386/414,れいかいのお面 :ミラー,,single,ポケカ
れんげきの巻物 天の巻 U [s6K 063/070],141927,063/070,れんげきの巻物 天の巻,U,single,ポケカ
れんげきの巻物 渦の巻 U [s5R 065/070],144115,065/070,れんげきの巻物 渦の巻,U,single,ポケカ
れんげきの巻物 飛竜の巻 U [s7R 062/067],141585,062/067,れんげきの巻物 飛竜の巻,U,single,ポケカ
れんげきウーラオス R [s5a 019/070],143979,019/070,れんげきウーラオス,R,single,ポケカ
れんげきウーラオス [s8b 042/184],141043,042/184,れんげきウーラオス,,single,ポケカ
れんげきウーラオスV CSR [s8b 240/184],141275,240/184,れんげきウーラオスV,CSR,single,ポケカ
れんげきウーラオスV P [SWSH107]【英語版】,727892,SWSH107,れんげきウーラオスV,P,single,ポケカ
れんげきウーラオスV RR [s5R 050/070],144100,050/070,れんげきウーラオスV,RR,single,ポケカ
れんげきウーラオスV RR [s8b 094/184],141115,094/184,れんげきウーラオスV,RR,single,ポケカ
れんげきウーラオスV RR: 25thホロ [050/070],428832,050/070,れんげきウーラオスV RR :25thホロ,,single,ポケカ
れんげきウーラオスV SR [S5R 076/070],99578,076/070,れんげきウーラオスV,SR,single,ポケカ
れんげきウーラオスV SR: SA [S5R 077/070],99574,077/070,れんげきウーラオスV SR,SA,single,ポケカ
れんげきウーラオスV UR [152/163]【英語版】,489999,152/163,れんげきウーラオスV,UR,single,ポケカ
れんげきウーラオスV UR [153/163]【英語版】,490000,153/163,れんげきウーラオスV,UR,single,ポケカ
れんげきウーラオスV UR [TG20/TG30]【英語版】,488371,TG20/TG30,れんげきウーラオスV,UR,single,ポケカ
れんげきウーラオスV [SF 007/033],379460,007/033,れんげきウーラオスV,,single,ポケカ
れんげきウーラオスV [SI 248/414],380367,248/414,れんげきウーラオスV,,single,ポケカ
れんげきウーラオスV: ミラー [SI 248/414],380368,248/414,れんげきウーラオスV :ミラー,,single,ポケカ
れんげきウーラオスVMAX CSR [S8b 241/184],96705,241/184,れんげきウーラオスVMAX,CSR,single,ポケカ
れんげきウーラオスVMAX HR [S5R 083/070],100078,083/070,れんげきウーラオスVMAX,HR,single,ポケカ
れんげきウーラオスVMAX HR [TG30/TG30]【英語版】,488380,TG30/TG30,れんげきウーラオスVMAX,HR,single,ポケカ
れんげきウーラオスVMAX HR: SA [S5R 084/070],91188,084/070,れんげきウーラオスVMAX HR,SA,single,ポケカ
れんげきウーラオスVMAX RR [169/163]【英語版】,490016,169/163,れんげきウーラオスVMAX,RR,single,ポケカ
れんげきウーラオスVMAX RR [170/163]【英語版】,490017,170/163,れんげきウーラオスVMAX,RR,single,ポケカ
れんげきウーラオスVMAX RRR [s5R 051/070],144101,051/070,れんげきウーラオスVMAX,RRR,single,ポケカ
れんげきウーラオスVMAX RRR [s8b 095/184],141116,095/184,れんげきウーラオスVMAX,RRR,single,ポケカ
れんげきウーラオスVMAX UR [S8b 283/184],96699,283/184,れんげきウーラオスVMAX,UR,single,ポケカ
れんげきウーラオスVMAX UR [TG21/TG30]【英語版】,488372,TG21/TG30,れんげきウーラオスVMAX,UR,single,ポケカ
れんげきエネルギー HR [182/163]【英語版】,490029,182/163,れんげきエネルギー,HR,single,ポケカ
れんげきエネルギー U [s5R 070/070],144120,070/070,れんげきエネルギー,U,single,ポケカ
れんげきエネルギー UR [S5R 091/070],99575,091/070,れんげきエネルギー,UR,single,ポケカ
れんげきエネルギー [SF 033/033],379486,033/033,れんげきエネルギー,,single,ポケカ
れんげきエネルギー [SI 414/414],380577,414/414,れんげきエネルギー,,single,ポケカ
れんげきエネルギー [s8b 184/184],141267,184/184,れんげきエネルギー,,single,ポケカ
れんげきエネルギー: ミラー [SGI 022/022],291987,022/022,れんげきエネルギー :ミラー,,single,ポケカ
れんげきエネルギー: ミラー [s8b 184/184],141268,184/184,れんげきエネルギー : ミラー,,single,ポケカ
わざマシンマシン P [SV-P 189],414219,189/SV-P,わざマシンマシン,P,single,ポケカ
わるいアリアドス R [17/105]【英語版】,843237,17/105,わるいアリアドス,R,single,ポケカ
わるいアリアドス R: 1ED [17/105]【英語版】,843124,17/105,わるいアリアドス R :1ED,,single,ポケカ
わるいアリアドス [PCGS-bl 002/020],446507,002/020,わるいアリアドス,,single,ポケカ
わるいアリアドス ★: 旧裏 [neo4 No.168],460727,NEO4NO.168,わるいアリアドス ★ : 旧裏,,single,ポケカ
わるいアリアドス: 1ED [PCGS-bl 002/020],446506,002/020,わるいアリアドス :1ED,,single,ポケカ
わるいアリゲイツ U [32/105]【英語版】,843252,32/105,わるいアリゲイツ,U,single,ポケカ
わるいアリゲイツ U: 1ED [32/105]【英語版】,843139,32/105,わるいアリゲイツ U :1ED,,single,ポケカ
わるいアリゲイツ ◆: 旧裏 [neo4 No.159],460746,NEO4NO.159,わるいアリゲイツ ◆ : 旧裏,,single,ポケカ
わるいアーボック ★ [PCG3 012/084],437648,012/084,わるいアーボック ★,,single,ポケカ
