元の表記,状態,みんトレ表記,apparel_id,出どころ,件数,候補,理由
ナミ SR-SPC [EB03-053],確定,ナミ SR-SPC [EB03-053],710436,管理画面,5,710436:ナミ SR-SPC [EB03-053](7) || 767907:ナミ SR-SPC [EB03-053]【英語版】(4) || 713717:ナミ SR [EB03-053](1) || 714423:ナミ SR-P [EB03-053](1),
ナンジャモ(091/071 SR),確定,ナンジャモ SR [SV2D 091/071],120745,管理画面,5,120745:ナンジャモ SR [SV2D 091/071](5) || 120839:ピーニャ SR [SV2P 091/071](-3) || 183378:ビワ SR [SV5K 091/071](-3) || 186452:セイジ SR [SV5M 091/071](-3),
ナンジャモのカイデン【P】{232/SV-P} [SV-P],確定,ナンジャモのカイデン P [SV-P 232],485638,管理画面,5,485638:ナンジャモのカイデン P [SV-P 232](5),
バトルリージョン(1BOX),確定,ポケモンカードゲーム ソード&シールド 強化拡張パック バトルリージョン ボックス,55866,仕入れ管理シート・商品ごとの不足数・管理画面,5,55866:ポケモンカードゲーム ソード&シールド 強化拡張パック バトルリージョン ボックス(3) || 88199:ポケモンカードゲーム ソード&シールド 強化拡張パック バトルリージョン パック(0),型番なし・名前で一致
バンギラスV 077/070,確定,バンギラスV SR: SA [S5I 077/070],91189,管理画面,5,91189:バンギラスV SR: SA [S5I 077/070](4) || 91203:ソニア SR [S1a 077/070](-4) || 91533:センパイとコウハイ SR: 1ED [XY5-G 077/070](-4) || 91598:リザードン UR: 1ED [BW7 077/070](-4),
ヒガナ 059/053,確定,ヒガナ SR [SM6a 059/053],91309,仕入れ管理シート・商品ごとの不足数・在庫管理・管理画面,5,91309:ヒガナ SR [SM6a 059/053](4),
ピカチュウ 001/SV-P,確定,ピカチュウ: プロモ [001/SV-P],104784,管理画面,5,104784:ピカチュウ: プロモ [001/SV-P](4),
ピカチュウ 008/032,確定,ピカチュウ [CLL 008/032],115274,管理画面,5,115274:ピカチュウ [CLL 008/032](4) || 147487:サンド [CLF 008/032](-4) || 147488:ラプラス [CLK 008/032](-4) || 385656:ユキワラシ C: 1ED [CP3 008/032](-4),
ピカチュウ 073/071,確定,ピカチュウ CHR [S10a 073/071],96667,在庫管理・管理画面,5,96667:ピカチュウ CHR [S10a 073/071](4) || 96755:ミュウツーV SR [S10b 073/071](-4) || 120730:ヒノヤコマ AR [SV2D 073/071](-4) || 120823:マリル AR [SV2P 073/071](-4),
ピカチュウ&ゼクロムGX SR [SM9 101/095],確定,ピカチュウ&ゼクロムGX SR: SA [SM9 101/095],91290,管理画面,5,91290:ピカチュウ&ゼクロムGX SR: SA [SM9 101/095](5) || 104687:アカネ SR [SM8 101/095](-6) || 339684:アーゴヨン&アクジキングGX SR [SM12 101/095](-6) || 104622:マーシャドー&カイリキーGX SR: SA [SM10 101/095](-8),
ピカチュウEX 094/087,確定,ピカチュウEX SR: 1ED [CP6 094/087],91461,管理画面,5,,人が選んだ（overrides）
ピカチュウP 218/SV-P,確定,ピカチュウ P [SV-P 218],332798,管理画面,5,332798:ピカチュウ P [SV-P 218](4),
ピカチュウVMAX 223/184,確定,ピカチュウVMAX CSR [s8b 223/184],138599,管理画面,5,138599:ピカチュウVMAX CSR [s8b 223/184](4),
ピカチュウex 136/106,確定,ピカチュウex UR [SV8 136/106],418755,管理画面,5,418755:ピカチュウex UR [SV8 136/106](4),
ピカチュウex [WCS23 001/030],確定,ピカチュウex [WCS23 001/030],131236,管理画面,5,131236:ピカチュウex [WCS23 001/030](4) || 325078:リザードンV [SO 001/030](-4) || 326652:チェリンボ [SK 001/030](-4),
フェアリーライズ(1BOX),確定,ポケモンカードゲーム サン&ムーン 強化拡張パック フェアリーライズ ボックス,12897,仕入れ管理シート・商品ごとの不足数・在庫管理・管理画面,5,12897:ポケモンカードゲーム サン&ムーン 強化拡張パック フェアリーライズ ボックス(3) || 88163:ポケモンカードゲーム サン&ムーン 強化拡張パック フェアリーライズ パック(0),型番なし・名前で一致
フクオカのピカチュウ 289/SV-P,確定,フクオカのピカチュウ P [SV-P 289],618447,管理画面,5,618447:フクオカのピカチュウ P [SV-P 289](4),
フクオカのピカチュウ SV-P 289,確定,フクオカのピカチュウ P [SV-P 289],618447,管理画面,5,618447:フクオカのピカチュウ P [SV-P 289](4),
ブラッキー 092/187,確定,ブラッキー [SV8a 092/187],434897,管理画面,5,434897:ブラッキー [SV8a 092/187](4) || 466388:ブラッキー: モンスターボールミラー [SV8a 092/187](-1) || 471633:ブラッキー: マスターボールミラー [SV8a 092/187](-1),
ブラッキー&ダークライGX 181/173,確定,ブラッキー&ダークライGX SR [SM12a 181/173],104534,管理画面,5,104534:ブラッキー&ダークライGX SR [SM12a 181/173](4),
ブラッキー&ダークライGX(010/031),確定,ブラッキー&ダークライGX [SMM 010/031],392852,管理画面,5,392852:ブラッキー&ダークライGX [SMM 010/031](4) || 392882:ゴローニャ [SMK 010/031](-4),
ブラッキーVMAX HR [S6a 095/069],確定,ブラッキーVMAX HR: SA [S6a 095/069],93021,管理画面,5,93021:ブラッキーVMAX HR: SA [S6a 095/069](5),
ブラックボルト デラックス(1BOX),確定,ポケモンカードゲーム スカーレット&バイオレット 拡張パックデラックス「ブラックボルト」ボックス,584774,仕入れ管理シート・商品ごとの不足数・管理画面,5,,人が選んだ（overrides）
ホワイトフレア デラックス(1BOX),確定,ポケモンカードゲーム スカーレット&バイオレット 拡張パックデラックス「ホワイトフレア」ボックス,584776,仕入れ管理シート・商品ごとの不足数・管理画面,5,,人が選んだ（overrides）
ポンチョを着たピカチュウ [038/SM-P],確定,ポンチョを着たピカチュウ: 開封済 プロモ [038/SM-P],91224,管理画面,5,91224:ポンチョを着たピカチュウ: 開封済 プロモ [038/SM-P](4),
ポートガス・D・エース SR-SP (コミパラ) [OP02-013],確定,ポートガス・D・エース SR-SP (コミパラ) [OP02-013](ブースターパック「頂上決戦」),102434,管理画面,5,102434:ポートガス・D・エース SR-SP (コミパラ) [OP02-013](ブースターパック「頂上決戦」)(7) || 332160:ポートガス・D・エース SR-SP (コミパラ) [OP02-013](プレミアムブースター「ONE PIECE CARD THE BEST」)(7) || 198042:ポートガス・D・エース SR-SP (コミパラ) [OP02-013]【英語版】(ブースターパック「頂上決戦」)(4) || 441061:ポートガス・D・エース SR-SP (コミパラ) [OP02-013]【英語版】(プレミアムブースター「ONE PIECE CARD THE BEST」)(4),再録と同点→初出の弾（手書きに収録の指定なし）
マリィ(068/060 SR),確定,マリィ SR [S1H 068/060],91206,管理画面,5,91206:マリィ SR [S1H 068/060](5) || 122006:ビート SR [S1W 068/060](-3) || 91369:エーフィGX HR [SM1S 068/060](-5) || 93116:ルナアーラGX HR [SM1M 068/060](-5),
マリオピカチュウ 293/XY-P,確定,マリオピカチュウ: プロモ [XY-P 293/XY-P],91399,仕入れ管理シート・商品ごとの不足数・在庫管理・管理画面,5,91399:マリオピカチュウ: プロモ [XY-P 293/XY-P](4),
ミュウex 014/025,確定,ミュウex: プロモ [S8a-P 014/025],98531,管理画面,5,98531:ミュウex: プロモ [S8a-P 014/025](4),
ムゲンゾーン(1BOX),確定,ポケモンカードゲーム ソード&シールド 拡張パック ムゲンゾーン ボックス,14669,仕入れ管理シート・商品ごとの不足数・在庫管理・管理画面,5,14669:ポケモンカードゲーム ソード&シールド 拡張パック ムゲンゾーン ボックス(3) || 88291:ポケモンカードゲーム ソード&シールド 拡張パック ムゲンゾーン パック(0) || 38683:ポケモンカードゲーム ソード&シールド 拡張パック ムゲンゾーン ポケモンセンター限定セット(-2),型番なし・名前で一致
メガカイリューex [M2a 250/193],確定,メガカイリューex MUR [M2a 250/193],730968,管理画面,5,730968:メガカイリューex MUR [M2a 250/193](6),
メガゲンガーex 230/193,確定,メガゲンガーex MA [M2a 230/193],730952,仕入れ管理シート・商品ごとの不足数・在庫管理・管理画面,5,730952:メガゲンガーex MA [M2a 230/193](4) || 744298:メガゲンガーex MA: 中国語箔押しエラー [M2a 230/193](-5),
メガゲンガーex 240/193,確定,メガゲンガーex SAR [M2a 240/193],724996,仕入れ管理シート・商品ごとの不足数・在庫管理・管理画面,5,724996:メガゲンガーex SAR [M2a 240/193](4),
メガリザードンEX 223/193,確定,メガリザードンXex MA [M2a 223/193],722239,管理画面,5,,人が選んだ（overrides）
モンキー・D・ルフィ L-P [EB02-010],確定,モンキー・D・ルフィ L-P [EB02-010],503497,管理画面,5,503497:モンキー・D・ルフィ L-P [EB02-010](7) || 582454:モンキー・D・ルフィ L-P [EB02-010]【英語版】(4) || 503399:モンキー・D・ルフィ L [EB02-010](エクストラブースター「アニメ 25th コレクション」)(1) || 769718:モンキー・D・ルフィ L [EB02-010](「オフィシャルプレイマット リミテッドエディション vol.5」)(1),
モンキー・D・ルフィ SR-SPC [ST26-005],確定,モンキー・D・ルフィ SR-SPC [ST26-005],764639,管理画面,5,764639:モンキー・D・ルフィ SR-SPC [ST26-005](7) || 779140:モンキー・D・ルフィ SR-SPC [ST26-005]【英語版】(4) || 594491:モンキー・D・ルフィ SR [ST26-005](1) || 595007:モンキー・D・ルフィ SR [ST26-005]【英語版】(-2),
モンキー・D・ルフィ [ST13-003],要確認,,,管理画面,5,165923:モンキー・D・ルフィ L [ST13-003](アルティメットデッキ 3兄弟の絆)(4) || 351114:モンキー・D・ルフィ L [ST13-003](プロモーションカード「セブンイレブンコラボ」)(4) || 167607:モンキー・D・ルフィ L-P [ST13-003](アルティメットデッキ 3兄弟の絆 ボーナスパック)(2) || 412058:モンキー・D・ルフィ L-P [ST13-003](プレミアムカードコレクション「リーダーコレクション」)(2),候補2つが同点（版・収録違い）
モンキー・Ｄ・ルフィ SEC-SP (コミパラ) [OP13-118],確定,モンキー・D・ルフィ SEC-SP (コミパラ) [OP13-118],676002,管理画面,5,676002:モンキー・D・ルフィ SEC-SP (コミパラ) [OP13-118](7) || 718392:モンキー・D・ルフィ SEC-SP (コミパラ) [OP13-118]【英語版】(4) || 676024:モンキー・D・ルフィ SEC-P [OP13-118](1) || 676003:モンキー・D・ルフィ SEC-RSP (レッドコミパラ) [OP13-118](1),
モンキー・Ｄ・ルフィ SEC-SPC [EB02-061],確定,モンキー・D・ルフィ SEC-SPC [EB02-061],656303,管理画面,5,656303:モンキー・D・ルフィ SEC-SPC [EB02-061](7) || 503450:モンキー・D・ルフィ SEC [EB02-061](1) || 503506:モンキー・D・ルフィ SEC-P [EB02-061](1) || 503507:モンキー・D・ルフィ SEC-SP (コミパラ) [EB02-061](1),
リーフィアVMAX HR [089/069],確定,リーフィアVMAX HR: SA [S6a 089/069],93023,管理画面,5,93023:リーフィアVMAX HR: SA [S6a 089/069](3),
リーリエの全力 SR[SM11b 068/049],確定,リーリエの全力 SR [SM11b 068/049],91277,管理画面,5,91277:リーリエの全力 SR [SM11b 068/049](6),
リーリエの全力 [SM11b 068/049],確定,リーリエの全力 SR [SM11b 068/049],91277,管理画面,5,91277:リーリエの全力 SR [SM11b 068/049](6),
ルイージピカチュウ 295/XY-P,確定,ルイージピカチュウ: プロモ [XY-P 295/XY-P],91401,仕入れ管理シート・商品ごとの不足数・在庫管理・管理画面,5,91401:ルイージピカチュウ: プロモ [XY-P 295/XY-P](4),
ルザミーネ [SM4A 055/050],確定,ルザミーネ SR [SM4A 055/050],91330,管理画面,5,91330:ルザミーネ SR [SM4A 055/050](6) || 91328:グラジオ SR [SM4S 055/050](-7) || 91359:マオ SR [SM2L 055/050](-7) || 91617:ワルビアル UR: 1ED [BW5 055/050](-7),
レアコイル【AR】{112/106} [SV8],確定,レアコイル AR [SV8 112/106],418741,管理画面,5,418741:レアコイル AR [SV8 112/106](7),
レシラム&ゼクロムGX (N) SR :SA [SM11b 064/049],確定,レシラム&ゼクロムGX (N) SR: SA [SM11b 064/049],91280,管理画面,5,91280:レシラム&ゼクロムGX (N) SR: SA [SM11b 064/049](4) || 93109:こだわりハチマキ UR [SM2+ 064/049](-8),
レックウザVMAX 252/184,確定,レックウザVMAX CSR [S8b 252/184],96714,在庫管理・管理画面,5,96714:レックウザVMAX CSR [S8b 252/184](4),
ロケット団のファイヤーex 124/098,確定,ロケット団のファイヤーex SAR [SV10 124/098],568323,管理画面,5,568323:ロケット団のファイヤーex SAR [SV10 124/098](4) || 100581:葉隠れポンチョ UR [s12 124/098](-4),
ロケット団のミュウツーex 125/098,確定,ロケット団のミュウツーex SAR [SV10 125/098],568902,管理画面,5,568902:ロケット団のミュウツーex SAR [SV10 125/098](4) || 100582:大口の沼 UR [s12 125/098](-4),
ロロノア・ゾロ [ST21-015],要確認,,,管理画面,5,478779:ロロノア・ゾロ SR [ST21-015](スタートデッキEX「ギア5」)(4) || 635880:ロロノア・ゾロ SR [ST21-015](プロモーションカード「フラッグシップバトル ベスト8記念品」)(4) || 478780:ロロノア・ゾロ SR-P [ST21-015](2) || 563169:ロロノア・ゾロ SR [ST21-015]【英語版】(1),候補2つが同点（版・収録違い）
一撃マスター(1BOX),確定,ポケモンカードゲーム ソード & シールド 拡張パック 一撃マスター ボックス,12877,管理画面,5,12877:ポケモンカードゲーム ソード & シールド 拡張パック 一撃マスター ボックス(3) || 88186:ポケモンカードゲーム ソード & シールド 拡張パック 一撃マスター パック(0) || 32861:ポケモンカードゲーム ソード&シールド 拡張パック 一撃マスター&連撃マスター ポケモンセンター・ポケモンストアセット(-2),型番なし・名前で一致
